,test_id,gene_id,gene,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,Transcript length (including UTRs and CDS),m6a_sites,m6a_ratio,SG_transcripts_per_cell,transcript_per_cell,fraction_molecules_in_SGs
8885,ENST00000533683,ENSG00000141858.11,SAMD1,SG,TOT,OK,34.1838,23.285999999999998,0.553846,-2.37958,5e-05,0.000542289,yes,2196.0,0.0,0.196714144,3.1390082644628094,18.220657276995304,0.17227744404292153
8886,ENST00000533727,ENSG00000110497.14,AMBRA1,SG,TOT,OK,7.91857,5.76323,0.458362,-0.9207770000000001,0.10805,0.390142,no,4817.0,5.0,0.724058122,0.7271414141414141,4.5095696400625975,0.16124408140447757
8887,ENST00000533797,ENSG00000165323.15,FAT3,SG,TOT,OK,3.69375,2.6341799999999997,0.48773199999999994,-1.5412700000000001,0.01105,0.0691659,no,7894.0,0.0,0.259149269,0.33918732782369143,2.0611737089201876,0.16456028250107346
8888,ENST00000533892,ENSG00000137501.17,SYTL2,SG,TOT,OK,0.0,1.18278,-inf,,0.0946,0.36607399999999995,no,1441.0,0.0,0.571899756,0.0,0.9254929577464788,0.0
8889,ENST00000533953,ENSG00000089505.17,CMTM1,SG,TOT,OK,6.630269999999999,3.8947199999999995,0.767547,-1.16178,0.0531,0.24370300000000003,no,934.0,0.0,0.78267491,0.6088402203856749,3.0475117370892013,0.19978273191728613
8890,ENST00000533965,ENSG00000197363.9,ZNF517,SG,TOT,OK,2.8304400000000003,1.56745,0.852605,-1.99918,0.0008,0.00697545,yes,2536.0,1.0,0.630051972,0.25991184573002757,1.226486697965571,0.21191574777056701
8891,ENST00000534025,ENSG00000175348.10,TMEM9B,SG,TOT,OK,2.90003,8.5121,-1.55345,3.8102099999999997,5e-05,0.000542289,yes,1844.0,1.0,0.430367842,0.26630211202938475,6.6604851330203445,0.03998238967746545
8892,ENST00000534064,ENSG00000149262.16,INTS4,SG,TOT,OK,8.52336,10.2123,-0.260817,0.9099950000000001,0.1107,0.3934,no,3146.0,0.0,0.083191779,0.7826776859504132,7.990845070422536,0.09794679774826709
8893,ENST00000534116,ENSG00000180773.14,SLC36A4,SG,TOT,OK,1.0936700000000001,2.43715,-1.15602,0.897766,0.1751,0.459079,no,888.0,1.0,0.100384285,0.10042883379247017,1.9070031298904537,0.0526631719782438
8894,ENST00000534313,ENSG00000213445.9,SIPA1,SG,TOT,OK,14.1623,22.1246,-0.643592,2.56046,5e-05,0.000542289,yes,3499.0,2.0,0.226884667,1.3004866850321395,17.31189358372457,0.07512099579070693
8895,ENST00000534355,ENSG00000211450.9,SELENOH,SG,TOT,OK,14.4029,90.0145,-2.6438,2.78862,0.0004,0.00373244,yes,1192.0,0.0,,1.3225803489439854,70.43388106416275,0.018777615672479583
8896,ENST00000534488,ENSG00000174547.13,MRPL11,SG,TOT,OK,18.637,49.0088,-1.39487,2.30669,0.00035,0.003304,yes,812.0,0.0,0.080204986,1.711386593204775,38.34804381846635,0.044627741673244445
8897,ENST00000534548,ENSG00000151503.12,NCAPD3,SG,TOT,OK,14.0362,8.36595,0.74655,-2.0724099999999996,0.00035,0.003304,yes,7369.0,3.0,0.088642946,1.2889072543617996,6.54612676056338,0.19689616493935297
8898,ENST00000534571,ENSG00000162174.12,ASRGL1,SG,TOT,OK,0.890943,2.63524,-1.56453,1.20319,0.07875,0.323971,no,639.0,0.0,0.367996031,0.0818129476584022,2.0620031298904538,0.039676442034667816
8899,ENST00000534632,ENSG00000259030.7,FPGT-TNNI3K,SG,TOT,OK,0.226321,1.9466700000000001,-3.1045599999999998,1.4026399999999999,0.0899,0.354594,no,517.0,0.0,0.190950665,0.020782460973370064,1.5232159624413146,0.013643804611961421
8900,ENST00000534680,ENSG00000213563.6,C8orf82,SG,TOT,OK,5.88084,19.1829,-1.70573,2.38783,0.0005,0.00457171,yes,1637.0,0.0,0.389537583,0.5400220385674931,15.010093896713615,0.035977259188613615
8901,ENST00000534751,ENSG00000019485.13,PRDM11,SG,TOT,OK,4.24599,3.29132,0.367435,-1.09083,0.0597,0.265548,no,3111.0,1.0,0.473566701,0.38989807162534434,2.5753677621283253,0.15139510455901892
8902,ENST00000534762,ENSG00000029363.16,BCLAF1,SG,TOT,OK,0.0,7.613010000000001,-inf,,0.10695,0.38853000000000004,no,744.0,2.0,0.431109601,0.0,5.956971830985916,0.0
8903,ENST00000534831,ENSG00000013588.8,GPRC5A,SG,TOT,OK,5.64111,16.2858,-1.52956,1.1629399999999999,0.0943,0.36544099999999996,no,897.0,1.0,0.285872094,0.5180082644628099,12.74319248826291,0.040649803017565676
8904,ENST00000534837,ENSG00000139200.13,PIANP,SG,TOT,OK,1.35101,1.25021,0.111865,-0.3391,0.5603,0.748236,no,2711.0,0.0,0.52852365,0.12405968778696051,0.9782550860719875,0.12681731948371516
8905,ENST00000534871,ENSG00000178999.12,AURKB,SG,TOT,OK,7.5371,18.3006,-1.2798100000000001,2.78619,5e-05,0.000542289,yes,1167.0,1.0,0.133821115,0.6921120293847566,14.319718309859153,0.04833279638666049
8906,ENST00000534898,ENSG00000100890.15,KIAA0391,SG,TOT,OK,5.53245,6.1249400000000005,-0.146777,0.28765999999999997,0.5989,0.773267,no,6186.0,0.0,0.375055811,0.5080303030303029,4.792597809076683,0.10600311631995205
8907,ENST00000534938,ENSG00000119616.11,FCF1,SG,TOT,OK,5.02255,17.2305,-1.77847,2.68392,0.00035,0.003304,yes,794.0,1.0,0.140783633,0.46120752984389346,13.482394366197182,0.03420813227361341
8908,ENST00000534941,ENSG00000174928.15,C3orf33,SG,TOT,OK,1.32102,1.26178,0.0661967,-0.0680766,0.90545,0.943627,no,1804.0,0.0,0.553565575,0.12130578512396695,0.9873082942097026,0.12286515350412099
8909,ENST00000534978,ENSG00000122547.10,EEPD1,SG,TOT,OK,1.39798,1.9419400000000002,-0.47416099999999994,0.855334,0.14355,0.42752700000000005,no,2769.0,4.0,0.778305247,0.12837281910009182,1.5195148669796559,0.08448276610498642
8910,ENST00000534980,ENSG00000110367.12,DDX6,SG,TOT,OK,30.8367,22.5437,0.451924,-1.56072,0.0076,0.0503151,no,6128.0,2.0,0.579695701,2.8316528925619835,17.63982785602504,0.1605261069254033
8911,ENST00000535032,ENSG00000141219.15,C17orf80,SG,TOT,OK,3.88959,6.87887,-0.8225540000000001,0.7723949999999999,0.17615,0.460046,no,2129.0,2.0,0.73977425,0.35717079889807163,5.382527386541471,0.06635745129530511
8912,ENST00000535194,ENSG00000126214.21,KLC1,SG,TOT,OK,6.964239999999999,2.2482900000000003,1.63114,-0.8619879999999999,0.28865,0.547663,no,710.0,2.0,0.299972731,0.639507805325987,1.7592253521126764,0.36351670612181314
8913,ENST00000535572,ENSG00000060237.16,WNK1,SG,TOT,OK,38.8026,12.8789,1.59114,-4.75185,5e-05,0.000542289,yes,9886.0,4.0,0.490043176,3.5631404958677684,10.077386541471048,0.3535778330229296
8914,ENST00000535589,ENSG00000115091.11,ACTR3,SG,TOT,OK,61.5954,77.0026,-0.322083,0.994836,0.08265,0.334671,no,1530.0,2.0,0.093484961,5.656143250688705,60.25242566510172,0.09387411690488587
8915,ENST00000535650,ENSG00000078747.14,ITCH,SG,TOT,OK,15.2376,11.2902,0.432569,-0.904803,0.11915,0.40124699999999996,no,2940.0,1.0,0.084753534,1.3992286501377411,8.834272300469484,0.15838640722715566
8916,ENST00000535754,ENSG00000102910.13,LONP2,SG,TOT,OK,13.5925,9.26755,0.552549,-1.16725,0.0442,0.212283,no,2580.0,3.0,0.382276287,1.2481634527089072,7.25160406885759,0.17212239400510201
8917,ENST00000535784,ENSG00000165983.14,PTER,SG,TOT,OK,3.45033,4.38016,-0.34425300000000003,0.705957,0.2225,0.49968599999999996,no,3625.0,2.0,0.292278913,0.31683471074380165,3.4273552425665104,0.09244291540276577
8918,ENST00000535829,ENSG00000166532.15,RIMKLB,SG,TOT,OK,11.6273,20.5247,-0.819838,1.18642,0.045,0.215308,no,4931.0,0.0,0.446275517,1.067704315886134,16.060015649452268,0.06648214666730716
8919,ENST00000535923,ENSG00000215021.8,PHB2,SG,TOT,OK,40.4998,141.173,-1.80148,5.9609,5e-05,0.000542289,yes,1379.0,0.0,,3.7189898989898986,110.4640062597809,0.033666983707288864
8920,ENST00000536056,ENSG00000083844.10,ZNF264,SG,TOT,OK,14.0553,5.61191,1.32455,-3.20185,5e-05,0.000542289,yes,2078.0,1.0,0.752843346,1.2906611570247934,4.391165884194053,0.29392220450393647
8921,ENST00000536101,ENSG00000133454.15,MYO18B,SG,TOT,OK,20.846999999999998,10.8773,0.938523,-2.88098,5e-05,0.000542289,yes,8051.0,3.0,0.584059977,1.9143250688705231,8.511189358372457,0.22491863219884792
8922,ENST00000536178,ENSG00000160999.10,SH2B2,SG,TOT,OK,2.91788,2.2681299999999998,0.363419,-1.1524,0.0464,0.220414,no,2113.0,0.0,,0.267941230486685,1.7747496087636931,0.1509741031431106
8923,ENST00000536226,ENSG00000101343.14,CRNKL1,SG,TOT,OK,10.0691,10.8204,-0.103823,0.47123100000000007,0.4132,0.6471600000000001,no,4015.0,0.0,0.171916892,0.9246189164370983,8.466666666666667,0.10920695863430294
8924,ENST00000536255,ENSG00000129197.14,RPAIN,SG,TOT,OK,1.00549,2.4708099999999997,-1.2970899999999999,0.384949,0.5885,0.766929,no,1057.0,0.0,0.203480074,0.09233149678604223,1.9333411580594677,0.04775747746389321
8925,ENST00000536300,ENSG00000189120.4,SP6,SG,TOT,OK,2.55602,1.53749,0.733329,-2.7244599999999997,5e-05,0.000542289,yes,3824.0,0.0,0.506390194,0.234712580348944,1.2030438184663537,0.19509894547993836
8926,ENST00000536442,ENSG00000123106.10,CCDC91,SG,TOT,OK,0.37918,3.17098,-3.06397,1.07182,0.20885,0.48989499999999997,no,1301.0,0.0,0.321602059,0.034819100091827364,2.4812050078247263,0.014033141147959107
8927,ENST00000536525,ENSG00000067798.15,NAV3,SG,TOT,OK,6.8385,4.21778,0.697196,-1.81997,0.00215,0.016791099999999996,yes,7386.0,0.0,0.437023278,0.627961432506887,3.3002973395931146,0.19027419892545402
8928,ENST00000536562,ENSG00000170456.15,DENND5B,SG,TOT,OK,12.3976,3.5232900000000003,1.81506,-4.83702,5e-05,0.000542289,yes,4291.0,5.0,0.564828972,1.1384389348025712,2.7568779342723007,0.41294499137955887
8929,ENST00000536684,ENSG00000255823.4,MTRNR2L8,SG,TOT,OK,0.043355199999999997,2.29612,-5.72685,4.57638,0.17125,0.455399,no,1293.0,0.0,0.245974131,0.00398119375573921,1.7966510172143977,0.002215897087188261
8930,ENST00000536703,ENSG00000139278.9,GLIPR1,SG,TOT,OK,4.66803,16.855999999999998,-1.85238,2.9168,5e-05,0.000542289,yes,1234.0,0.0,0.143975972,0.42865289256198347,13.189358372456962,0.032499904882191205
8931,ENST00000536790,ENSG00000196387.9,ZNF140,SG,TOT,OK,3.84251,2.55449,0.589013,-1.20121,0.0398,0.196135,no,2328.0,1.0,0.741508621,0.3528475665748393,1.9988184663536774,0.17652807021465916
8932,ENST00000536886,ENSG00000111247.14,RAD51AP1,SG,TOT,OK,15.8566,7.41909,1.0957700000000001,-1.81817,0.0045,0.03208540000000001,yes,841.0,0.0,0.085209083,1.4560697887970615,5.805234741784037,0.2508201396778641
8933,ENST00000536956,ENSG00000151491.13,EPS8,SG,TOT,OK,2.12642,2.34888,-0.143543,0.0959088,0.8795,0.9301290000000001,no,621.0,2.0,0.078252833,0.1952635445362718,1.8379342723004692,0.10624076577660646
8934,ENST00000537178,ENSG00000130779.20,CLIP1,SG,TOT,OK,7.64796,4.56037,0.745924,-1.47089,0.0156,0.09228120000000001,no,5229.0,1.0,0.675697874,0.7022920110192837,3.5683646322378713,0.19681060749076165
8935,ENST00000537328,ENSG00000134825.15,TMEM258,SG,TOT,OK,11.3957,102.139,-3.16398,1.5827799999999999,0.2168,0.495623,no,578.0,0.0,0.029045015,1.04643709825528,79.92097026604068,0.013093398325519614
8936,ENST00000537496,ENSG00000139428.11,MMAB,SG,TOT,OK,4.05725,11.3424,-1.48315,2.83608,5e-05,0.000542289,yes,1188.0,0.0,0.28947051,0.37256657483930206,8.875117370892019,0.04197877721158027
8937,ENST00000537663,ENSG00000180537.12,RNF182,SG,TOT,OK,0.8928799999999999,1.0493700000000001,-0.232985,0.190218,0.73985,0.858145,no,3382.0,0.0,0.281184007,0.08199081726354453,0.8211032863849766,0.09985445025378073
8938,ENST00000537670,ENSG00000188501.11,LCTL,SG,TOT,OK,3.07611,3.7968699999999997,-0.30370199999999997,0.189923,0.74805,0.8627360000000001,no,2552.0,0.0,0.377184001,0.2824710743801653,2.9709467918622847,0.09507779646336358
8939,ENST00000537776,ENSG00000165609.12,NUDT5,SG,TOT,OK,12.0326,27.8907,-1.2128299999999999,2.30082,0.00035,0.003304,yes,1201.0,0.0,0.067571325,1.1049219467401286,21.82370892018779,0.050629430166108574
8940,ENST00000537947,ENSG00000214530.9,STARD10,SG,TOT,OK,1.0699100000000001,6.2724,-2.55153,1.26432,0.13535,0.41720100000000004,no,1100.0,0.0,0.3294073,0.09824701561065198,4.907981220657277,0.020017805935592953
8941,ENST00000538173,ENSG00000180574.3,EIF2S3B,SG,TOT,OK,11.0899,13.8933,-0.32513400000000003,1.4103,0.01215,0.075005,no,1602.0,0.0,,1.018356290174472,10.87112676056338,0.0936753211147082
8942,ENST00000538259,ENSG00000182809.10,CRIP2,SG,TOT,OK,5.1134900000000005,16.5532,-1.6947299999999998,3.61991,5e-05,0.000542289,yes,991.0,0.0,,0.4695583103764922,12.952425665101721,0.0362525385219267
8943,ENST00000538313,ENSG00000134533.6,RERG,SG,TOT,OK,2.0013799999999997,2.74785,-0.457308,1.13848,0.0513,0.237542,no,2060.0,1.0,0.368734012,0.18378145087235992,2.1501173708920187,0.08547507841216806
8944,ENST00000538396,ENSG00000225663.7,MCRIP1,SG,TOT,OK,9.9319,34.6288,-1.8018299999999998,4.32748,5e-05,0.000542289,yes,925.0,1.0,,0.9120202020202021,27.096087636932705,0.033658741226430554
8945,ENST00000538427,ENSG00000055208.18,TAB2,SG,TOT,OK,25.6124,11.0325,1.21508,-3.70975,5e-05,0.000542289,yes,4240.0,3.0,0.655680026,2.3519191919191917,8.632629107981222,0.27244529592320205
8946,ENST00000538471,ENSG00000146267.11,FAXC,SG,TOT,OK,2.0457,1.53706,0.41242399999999996,-0.707717,0.20800000000000002,0.48900600000000005,no,941.0,1.0,0.65975072,0.1878512396694215,1.2027073552425667,0.15619031416959692
8947,ENST00000538492,ENSG00000197562.9,RAB40C,SG,TOT,OK,5.38462,3.58448,0.587083,-1.24542,0.03845,0.190916,no,2569.0,2.0,0.891176282,0.494455463728191,2.804757433489828,0.17629170274199552
8948,ENST00000538532,ENSG00000117602.11,RCAN3,SG,TOT,OK,1.92547,2.63761,-0.45402299999999995,0.971566,0.0941,0.365032,no,2421.0,0.0,0.146110035,0.17681083562901745,2.0638575899843503,0.08567007553576318
8949,ENST00000538597,ENSG00000149231.13,CCDC82,SG,TOT,OK,5.6975,1.44951,1.9747700000000001,-1.71219,0.0168,0.098062,no,849.0,2.0,0.608076726,0.5231864095500459,1.1342018779342724,0.46128155818515126
8950,ENST00000538613,ENSG00000110801.13,PSMD9,SG,TOT,OK,17.863,34.7408,-0.959657,1.86988,0.0015,0.012201,yes,534.0,0.0,0.188675501,1.6403122130394856,27.183724569640063,0.060341702213664125
8951,ENST00000538780,ENSG00000139438.5,FAM222A,SG,TOT,OK,6.106319999999999,2.9727900000000003,1.0384799999999998,-4.22679,5e-05,0.000542289,yes,3685.0,1.0,0.616928167,0.5607272727272726,2.3261267605633806,0.24105619789674154
8952,ENST00000538786,ENSG00000184743.12,ATL3,SG,TOT,OK,9.22429,17.0777,-0.888608,1.22757,0.0581,0.260396,no,1920.0,2.0,0.097373382,0.8470422405876951,13.36283255086072,0.06338792597779995
8953,ENST00000538809,ENSG00000141542.10,RAB40B,SG,TOT,OK,1.30654,1.61089,-0.302108,0.338725,0.5773,0.759879,no,704.0,1.0,0.466339188,0.11997612488521579,1.2604773082942096,0.09518308984679637
8954,ENST00000538886,ENSG00000125447.17,GGA3,SG,TOT,OK,9.45438,4.737419999999999,0.9968819999999999,-1.77295,0.0036,0.0263767,yes,3766.0,3.0,0.651248158,0.8681707988980716,3.7069014084507037,0.2342039086658425
8955,ENST00000538927,ENSG00000139133.6,ALG10,SG,TOT,OK,1.9237099999999998,4.3066699999999996,-1.16268,0.8312229999999999,0.1731,0.457016,no,571.0,0.0,0.352437628,0.17664921946740125,3.3698513302034425,0.05242047857842343
8956,ENST00000538936,ENSG00000185813.10,PCYT2,SG,TOT,OK,7.447769999999999,5.2774,0.49698100000000006,-0.768295,0.17665,0.460591,no,5089.0,2.0,0.56438395,0.6839090909090908,4.1294209702660405,0.16561864141088758
8957,ENST00000539062,ENSG00000151338.18,MIPOL1,SG,TOT,OK,0.772821,1.01085,-0.387363,0.741803,0.20505,0.48685900000000004,no,2389.0,0.0,0.53193465,0.07096611570247933,0.790962441314554,0.08972122062399822
8958,ENST00000539063,ENSG00000111752.10,PHC1,SG,TOT,OK,1.41935,4.03795,-1.50839,0.40998599999999996,0.5328,0.729783,no,642.0,2.0,0.558749754,0.1303351698806244,3.159585289514867,0.04125072056549437
8959,ENST00000539111,ENSG00000256525.6,POLG2,SG,TOT,OK,3.39384,4.84258,-0.5128560000000001,1.39945,0.0152,0.0903453,no,1582.0,1.0,,0.3116473829201102,3.789186228482003,0.08224652052664093
8960,ENST00000539176,ENSG00000087448.10,KLHL42,SG,TOT,OK,7.330539999999999,13.5757,-0.8890389999999999,1.58828,0.0129,0.0788927,no,1894.0,3.0,0.396439316,0.6731441689623506,10.622613458528951,0.06336897897963892
8961,ENST00000539196,ENSG00000126749.15,EMG1,SG,TOT,OK,2.14688,38.8637,-4.17811,2.1710599999999998,0.0783,0.322711,no,616.0,2.0,,0.19714233241505966,30.40978090766823,0.006482859347577463
8962,ENST00000539239,ENSG00000087494.15,PTHLH,SG,TOT,OK,5.1819,6.22139,-0.263757,0.48191300000000004,0.41135,0.645786,no,890.0,1.0,0.666666667,0.47584022038567486,4.868067292644757,0.09774725610400449
8963,ENST00000539256,ENSG00000052126.14,PLEKHA5,SG,TOT,OK,24.8106,6.8291,1.8611900000000001,-5.78142,5e-05,0.000542289,yes,3357.0,2.0,0.304150498,2.2782920110192837,5.3435837245696405,0.4263603095697302
8964,ENST00000539276,ENSG00000174437.16,ATP2A2,SG,TOT,OK,63.2892,22.7795,1.47422,-5.091419999999999,5e-05,0.000542289,yes,8295.0,3.0,0.193443983,5.81168044077135,17.824334898278558,0.3260531444195784
8965,ENST00000539277,ENSG00000133687.15,TMTC1,SG,TOT,OK,1.63268,1.29975,0.329006,-0.565214,0.32485,0.577867,no,8846.0,1.0,0.253685214,0.1499247015610652,1.017018779342723,0.14741586350839878
8966,ENST00000539319,ENSG00000137831.14,UACA,SG,TOT,OK,4.39345,2.2499599999999997,0.9654530000000001,-2.43551,5e-05,0.000542289,yes,4026.0,4.0,0.686257067,0.4034389348025711,1.7605320813771517,0.229157388876996
8967,ENST00000539354,ENSG00000198040.10,ZNF84,SG,TOT,OK,4.60684,3.64785,0.336731,-1.07369,0.06665,0.287668,no,6811.0,0.0,,0.4230339761248852,2.8543427230046947,0.14820714160056014
8968,ENST00000539387,ENSG00000109390.11,NDUFC1,SG,TOT,OK,0.0,1.4376799999999998,-inf,,0.1311,0.41211800000000004,no,725.0,1.0,0.171186132,0.0,1.1249452269170577,0.0
8969,ENST00000539479,ENSG00000135679.23,MDM2,SG,TOT,OK,48.8428,15.6546,1.64156,-4.20041,5e-05,0.000542289,yes,2523.0,3.0,0.566950451,4.485105601469237,12.249295774647887,0.36615211878155207
8970,ENST00000539493,ENSG00000115839.17,RAB3GAP1,SG,TOT,OK,25.038,11.0937,1.17438,-3.22329,5e-05,0.000542289,yes,3161.0,5.0,0.480462582,2.299173553719008,8.680516431924882,0.26486598715062537
8971,ENST00000539539,ENSG00000060339.13,CCAR1,SG,TOT,OK,19.5166,6.16715,1.66202,-3.15663,5e-05,0.000542289,yes,3224.0,2.0,0.46789225,1.792157943067034,4.825625978090767,0.3713835160876044
8972,ENST00000539545,ENSG00000123094.15,RASSF8,SG,TOT,OK,26.7866,11.9414,1.16555,-1.46861,0.01145,0.0712975,no,789.0,4.0,0.792422775,2.459742883379247,9.343818466353678,0.26324814552386466
8973,ENST00000539548,ENSG00000140945.16,CDH13,SG,TOT,OK,6.55269,7.50315,-0.19541,0.37685799999999997,0.51515,0.718512,no,2199.0,2.0,0.33274275,0.6017162534435262,5.871009389671361,0.1024894040370813
8974,ENST00000539554,ENSG00000111196.9,MAGOHB,SG,TOT,OK,1.89065,8.57579,-2.18139,2.90524,5e-05,0.000542289,yes,666.0,0.0,0.10382299,0.17361340679522497,6.710320813771517,0.0258725941148626
8975,ENST00000539560,ENSG00000134759.13,ELP2,SG,TOT,OK,1.7712299999999999,5.28425,-1.57695,2.09753,0.0053,0.0369523,yes,2542.0,0.0,0.119437795,0.16264738292011016,4.134780907668231,0.03933639691004415
8976,ENST00000539616,ENSG00000020426.10,MNAT1,SG,TOT,OK,13.328,26.1653,-0.973189,2.10716,0.00015,0.0015171,yes,1220.0,0.0,0.118123856,1.2238751147842055,20.473630672926447,0.05977811822124014
8977,ENST00000539664,ENSG00000255690.2,TRIL,SG,TOT,OK,2.02625,1.04962,0.948946,-3.52294,5e-05,0.000542289,yes,4973.0,2.0,,0.1860651974288338,0.8212989045383411,0.22654991550661155
8978,ENST00000539698,ENSG00000140835.9,CHST4,SG,TOT,OK,1.61047,2.2664400000000002,-0.49295100000000003,0.713735,0.2141,0.49386499999999994,no,2159.0,0.0,0.703688505,0.1478852157943067,1.7734272300469485,0.08338950326729318
8979,ENST00000539735,ENSG00000111652.9,COPS7A,SG,TOT,OK,3.26736,7.480989999999999,-1.1951,1.72718,0.0054,0.0375291,yes,1832.0,0.0,0.128178549,0.3000330578512397,5.85366979655712,0.05125554878884805
8980,ENST00000539745,ENSG00000197837.3,HIST4H4,SG,TOT,OK,7.38144,81.3829,-3.46275,11.5966,5e-05,0.000542289,yes,577.0,0.0,0.326922813,0.6778181818181818,63.67989045383412,0.010644148050310769
8981,ENST00000539780,ENSG00000060982.14,BCAT1,SG,TOT,OK,27.6816,16.2862,0.7652770000000001,-1.04085,0.07625,0.316759,no,1360.0,3.0,0.063400869,2.5419283746556474,12.743505477308295,0.19946853549691868
8982,ENST00000539783,ENSG00000115827.13,DCAF17,SG,TOT,OK,1.10903,2.0363900000000004,-0.876718,0.819176,0.16235,0.445975,no,5623.0,0.0,0.157307195,0.10183930211202938,1.593419405320814,0.06391242743245328
8983,ENST00000539826,ENSG00000100852.12,ARHGAP5,SG,TOT,OK,32.553000000000004,11.8534,1.45749,-5.18973,5e-05,0.000542289,yes,4881.0,5.0,0.622850963,2.9892561983471078,9.274960876369327,0.3222931328975318
8984,ENST00000539854,ENSG00000173113.6,TRMT112,SG,TOT,OK,24.5621,113.191,-2.20425,5.3162199999999995,5e-05,0.000542289,yes,659.0,0.0,0.059776994,2.2554729109274563,88.56885758998435,0.025465755936119383
8985,ENST00000539869,ENSG00000112541.14,PDE10A,SG,TOT,OK,2.44057,2.52707,-0.0502483,0.100994,0.8541,0.91822,no,9334.0,1.0,0.321903277,0.22411111111111112,1.9773630672926448,0.11333837210682728
8986,ENST00000539906,ENSG00000111581.9,NUP107,SG,TOT,OK,10.7099,12.2615,-0.195195,0.5535909999999999,0.33435,0.585557,no,3004.0,2.0,0.091378428,0.9834618916437097,9.594287949921753,0.10250493801905647
8987,ENST00000540010,ENSG00000056558.10,TRAF1,SG,TOT,OK,5.4682699999999995,4.93987,0.14661300000000002,-0.37395500000000004,0.50835,0.713808,no,4303.0,0.0,0.831315519,0.5021368227731864,3.8653129890453832,0.12990845093173145
8988,ENST00000540033,ENSG00000067208.14,EVI5,SG,TOT,OK,3.6595,2.20562,0.730459,-2.49162,5e-05,0.000542289,yes,7436.0,0.0,0.185273828,0.3360422405876951,1.7258372456964006,0.19471259032429628
8989,ENST00000540040,ENSG00000256618.2,MTRNR2L1,SG,TOT,OK,0.37204699999999996,2.45552,-2.72247,5.93772,5e-05,0.000542289,yes,1249.0,0.0,0.009540874,0.03416409550045913,1.921377151799687,0.017781045990090397
8990,ENST00000540054,ENSG00000077458.12,FAM76B,SG,TOT,OK,6.11574,3.93161,0.637409,-0.646494,0.26645,0.529127,no,730.0,2.0,0.115796337,0.5615922865013774,3.076377151799687,0.18254988214720186
